student_id,login_frequency,avg_study_duration,assignment_delay_days,forum_participation,quiz_score_avg,resource_access_count,missed_deadlines_pct,session_break_freq,burnout_risk
STU-02195,2,0.04,7.64,0,28.9,0,64.75,9.51,2
STU-01376,6,2.46,2.0,3,64.22,5,25.48,4.17,1
STU-01923,3,1.5,8.98,0,27.07,3,64.24,11.02,2
STU-00610,12,4.47,0.51,14,83.44,16,0.58,1.58,0
STU-01133,6,2.15,2.52,2,60.57,7,25.72,3.87,1
STU-02003,1,0.4,9.26,1,26.57,1,52.18,8.33,2
STU-00442,9,4.69,1.1,14,90.7,18,5.59,2.24,0
STU-01353,5,2.01,2.74,2,56.0,9,28.17,3.87,1
STU-01943,1,0.35,9.37,0,22.64,2,76.89,9.92,2
STU-00494,14,4.56,0.11,8,84.75,15,1.33,1.5,0
STU-01976,2,0.52,8.03,0,26.38,2,56.0,9.54,2
STU-00237,12,5.07,0.11,12,84.9,14,0.56,1.76,0
STU-00552,12,4.12,0.33,7,89.68,14,0.62,2.19,0
STU-00521,12,4.72,0.43,8,86.68,15,0.96,1.79,0
STU-02297,3,0.17,6.94,0,43.04,2,44.96,8.73,2
STU-01233,6,2.82,4.43,3,55.35,9,27.7,4.92,1
STU-01139,6,2.27,2.73,4,54.8,6,25.81,5.13,1
STU-00721,14,4.74,0.0,14,89.74,18,2.58,2.17,0
STU-01908,2,0.11,7.35,0,30.12,0,55.15,8.05,2
STU-02209,3,0.23,6.78,0,40.91,2,62.83,9.55,2
STU-00059,10,4.0,0.28,9,87.1,17,1.91,2.13,1
STU-00632,10,5.05,0.58,14,83.17,15,0.18,1.11,0
STU-01182,6,1.86,3.87,4,60.07,8,25.11,3.87,1
STU-01645,7,2.41,3.98,5,55.43,6,31.9,4.35,1
STU-00593,10,4.61,0.02,12,79.57,14,8.0,2.76,0
STU-02177,1,1.5,7.11,0,41.88,2,71.79,9.22,2
STU-00940,9,3.57,0.56,8,93.31,21,1.21,1.25,0
STU-02326,2,0.36,7.64,0,21.99,2,59.66,9.48,2
STU-01250,4,2.96,3.1,2,63.09,6,27.93,5.16,1
STU-00905,9,3.42,0.24,9,83.06,21,1.24,2.15,1
STU-01947,3,0.51,6.94,0,39.84,3,54.43,8.17,2
STU-02399,1,1.5,8.05,1,30.67,3,75.19,7.49,2
STU-02014,0,0.63,6.94,0,22.45,0,66.94,8.23,2
STU-01423,4,2.26,2.88,4,62.76,6,19.69,4.57,1
STU-01996,3,0.37,6.12,0,18.0,0,60.79,8.07,2
STU-01912,1,0.08,7.11,0,41.17,1,63.04,8.8,2
STU-00707,10,5.47,0.11,10,87.99,22,0.78,1.6,1
STU-01023,5,2.5,3.57,4,62.98,6,22.42,3.61,1
STU-00746,13,4.85,0.06,9,89.68,18,3.73,2.23,0
STU-01830,7,3.5,3.02,3,59.87,6,23.66,4.21,1
STU-01713,6,2.98,3.21,4,61.51,10,22.92,5.46,1
STU-00514,14,3.78,0.11,15,92.68,15,3.35,1.94,0
STU-00082,14,5.01,0.87,8,94.25,19,2.17,0.91,0
STU-02216,3,0.87,8.92,0,30.99,1,55.96,10.51,2
STU-00915,13,4.38,0.16,12,91.24,20,0.33,2.5,0
STU-02302,3,0.25,7.56,0,21.54,0,44.0,7.2,2
STU-01818,6,2.07,3.85,3,59.11,9,27.43,4.5,2
STU-00151,14,3.56,0.17,12,94.84,15,4.52,1.69,1
STU-00775,10,5.32,0.14,10,78.0,14,1.82,1.13,0
STU-00330,14,4.18,0.03,12,93.33,17,2.54,1.4,0
STU-00007,10,3.98,0.48,8,79.59,14,1.51,1.63,0
STU-00944,11,5.19,0.91,7,81.25,20,4.61,1.5,0
STU-01595,4,2.61,3.93,2,62.41,10,28.36,3.97,1
STU-00735,9,4.63,0.81,10,82.16,15,1.48,2.6,0
STU-00910,14,3.79,0.61,10,88.91,14,3.23,1.91,0
STU-00469,14,3.69,0.02,13,90.95,19,1.07,1.99,0
STU-00182,13,4.4,1.14,7,91.2,17,1.42,1.54,0
STU-00165,12,4.74,0.06,9,84.38,19,1.41,2.19,0
STU-00452,9,4.23,0.61,11,94.41,17,1.85,2.64,0
STU-00491,12,4.23,0.24,13,87.58,14,2.26,1.62,0
STU-01917,0,1.2,6.8,1,29.98,3,69.2,8.02,2
STU-01144,5,1.64,2.97,3,71.98,6,27.98,3.99,1
STU-01698,6,1.98,2.47,3,66.18,7,31.45,4.19,1
STU-01112,4,2.43,3.09,3,54.83,6,24.17,4.79,1
STU-02381,1,0.44,8.4,0,25.01,1,68.8,7.63,2
STU-01476,4,3.06,2.94,2,62.34,6,25.52,4.84,1
STU-01488,6,3.43,2.58,2,64.93,10,22.83,3.79,1
STU-01714,7,3.44,4.21,3,60.81,6,25.02,4.87,1
STU-01821,5,2.99,4.75,5,59.18,10,32.96,4.31,1
STU-02080,2,0.39,8.34,0,24.34,2,59.81,9.56,1
STU-01850,6,1.68,2.76,2,56.21,7,23.22,4.73,1
STU-01733,6,2.76,2.13,5,61.84,5,24.38,4.7,1
STU-01793,4,2.47,3.73,2,59.69,7,30.01,4.77,1
STU-00328,10,4.95,0.1,12,83.88,14,0.39,2.07,0
STU-00443,10,4.29,0.69,10,89.5,21,1.42,2.4,0
STU-01593,5,2.91,3.62,5,62.92,7,24.62,4.64,1
STU-01382,6,2.79,2.63,3,65.07,10,24.05,4.95,1
STU-00833,11,5.01,0.03,7,85.39,17,4.02,0.53,0
STU-02468,3,0.07,6.86,1,29.87,0,61.09,8.88,2
STU-01892,1,0.13,6.0,0,40.25,0,74.97,8.12,2
STU-01311,7,2.25,3.77,2,68.12,5,24.42,5.77,1
STU-00087,12,5.16,0.41,13,81.78,15,2.26,1.55,0
STU-02441,3,0.06,7.39,0,35.9,2,69.71,8.58,1
STU-00778,10,3.69,0.38,15,84.03,21,1.28,2.15,0
STU-02427,1,0.85,8.54,0,39.26,1,62.37,8.85,2
STU-00055,10,3.6,0.34,12,85.28,14,1.98,1.65,1
STU-01876,1,0.37,7.51,1,43.15,0,57.63,8.95,2
STU-01288,4,2.69,3.42,2,61.29,10,27.69,4.33,1
STU-01732,7,2.67,2.26,3,62.08,5,25.91,3.63,1
STU-01802,5,2.43,2.89,5,72.69,9,25.26,3.11,1
STU-01246,5,2.65,2.0,4,63.92,7,26.72,5.37,1
STU-00114,11,4.41,0.09,12,93.66,21,1.23,2.52,0
STU-02342,1,0.41,7.73,0,25.98,0,60.27,7.47,2
STU-00988,9,4.09,0.56,7,87.05,16,1.0,1.46,0
STU-02262,1,0.56,7.28,0,33.97,1,49.29,8.67,2
STU-02074,2,0.02,8.6,1,49.21,3,61.35,9.49,2
STU-01010,4,2.09,2.88,3,68.72,9,37.0,4.13,1
STU-01199,5,3.25,3.18,3,63.82,8,22.55,3.43,1
STU-00590,9,5.06,0.98,9,89.6,16,1.26,2.64,0
STU-00769,11,4.73,0.11,10,89.35,17,1.28,1.5,1
STU-00018,13,4.06,0.26,9,92.19,21,0.58,1.78,0
STU-01043,6,2.4,3.97,3,67.62,5,23.53,3.0,1
STU-02041,3,0.71,7.43,0,33.55,1,57.88,9.51,2
STU-00286,9,4.68,0.17,8,91.53,21,1.58,1.86,0
STU-00429,12,3.77,0.35,11,78.0,16,0.83,1.84,0
STU-01922,3,0.09,6.11,0,24.14,2,61.49,7.16,2
STU-01357,7,2.07,2.79,4,54.48,10,22.59,3.44,2
STU-00670,13,5.74,1.2,13,87.06,15,2.14,2.34,0
STU-00032,14,4.44,0.41,9,95.36,18,2.07,1.96,0
STU-00723,14,4.51,0.33,15,96.24,18,3.33,1.84,0
STU-00952,9,5.19,0.62,7,84.39,21,2.16,2.51,0
STU-01765,7,2.84,3.33,5,62.79,10,15.0,3.37,1
STU-00215,11,4.62,0.94,14,94.54,16,2.53,1.57,0
STU-01790,7,3.0,3.46,5,60.5,6,22.19,4.35,1
STU-01165,4,2.77,3.39,2,66.95,5,20.38,5.24,1
STU-00327,9,4.96,0.18,11,81.53,21,1.27,1.94,0
STU-00561,11,4.92,0.19,9,84.73,19,0.96,2.06,0
STU-01087,6,2.76,3.13,2,62.05,6,24.95,5.3,1
STU-01831,6,2.49,3.76,2,64.14,9,24.95,4.69,1
STU-00342,9,3.69,0.08,15,93.75,17,1.19,1.97,0
STU-00148,12,4.4,0.2,8,94.24,17,0.69,2.54,0
STU-01841,6,2.67,2.77,2,60.71,7,18.44,5.56,1
STU-01108,5,2.67,2.37,4,67.43,9,19.0,4.44,2
STU-00849,9,4.31,0.01,7,84.84,19,4.57,1.9,0
STU-00967,9,3.97,0.2,8,93.66,18,0.5,2.98,0
STU-01073,6,2.11,2.0,2,63.04,7,28.27,5.36,1
STU-00156,13,4.71,0.3,15,83.73,22,2.26,1.12,0
STU-02142,0,1.5,8.37,0,36.0,1,62.39,8.35,2
STU-02111,3,1.5,7.14,1,29.5,1,58.88,7.92,2
STU-01003,7,3.41,3.19,5,67.67,9,24.1,4.47,1
STU-01845,6,1.7,2.48,3,59.72,7,27.43,3.64,1
STU-02093,0,0.68,8.02,0,37.79,1,69.55,7.85,2
STU-01849,4,1.84,2.18,5,59.06,9,22.97,4.32,1
STU-02210,0,0.34,7.9,1,36.4,2,64.62,10.67,2
STU-02353,0,0.31,6.31,0,31.18,2,68.82,9.58,1
STU-01204,7,2.26,2.31,4,61.2,6,21.21,4.62,1
STU-01633,5,2.57,4.49,5,63.86,7,15.46,3.35,1
STU-02346,0,1.14,7.75,0,31.61,1,61.03,8.58,2
STU-01394,6,3.5,2.35,4,67.51,9,28.76,4.89,1
STU-02352,3,1.21,7.86,1,27.53,0,49.71,9.04,2
STU-02289,2,0.13,7.06,0,28.14,1,64.89,9.25,2
STU-01981,3,0.7,7.51,1,42.89,3,63.6,8.37,1
STU-02243,1,0.11,7.39,1,36.82,1,65.13,9.67,2
STU-00939,13,3.64,0.16,11,96.12,15,3.63,2.19,0
STU-02245,1,0.75,8.91,1,24.8,1,59.39,9.1,1
STU-00347,12,4.87,0.17,7,87.7,20,1.06,2.29,0
STU-02085,3,0.28,8.59,0,33.12,3,50.67,7.83,2
STU-02475,1,0.44,8.35,0,34.38,2,51.34,9.97,2
STU-01419,7,1.86,4.11,5,65.11,9,29.02,6.29,1
STU-00386,10,3.55,0.46,12,79.33,18,1.56,0.83,0
STU-01581,5,2.92,3.61,5,65.75,10,26.47,3.3,1
STU-02098,2,0.34,6.79,0,36.83,2,62.62,7.69,2
STU-00244,12,4.53,0.44,15,86.56,20,2.37,2.43,0
STU-01623,5,2.43,4.38,3,59.43,10,18.81,5.08,1
STU-00937,14,5.44,0.2,9,96.97,15,1.16,2.16,0
STU-02222,1,0.33,6.0,0,33.96,1,58.73,7.44,2
STU-00313,14,4.15,0.76,10,89.59,17,0.37,2.95,0
STU-02440,0,0.11,7.09,1,42.78,0,49.66,11.47,2
STU-01525,4,3.45,4.29,4,64.37,8,20.21,3.82,1
STU-01333,4,2.92,3.11,5,53.8,9,25.73,4.84,1
STU-00969,9,3.97,0.74,14,84.88,17,5.02,1.8,0
STU-00661,14,3.81,0.08,7,93.66,22,2.58,3.0,0
STU-00936,13,4.83,0.01,7,89.31,14,0.46,1.76,1
STU-00371,11,4.52,0.04,15,80.07,19,5.76,1.74,0
STU-00567,11,5.33,0.08,14,86.75,21,4.25,2.56,0
STU-01958,3,0.1,6.29,0,26.94,1,68.71,9.5,2
STU-00825,9,4.51,0.24,10,88.77,15,0.43,2.38,0
STU-00983,11,3.38,0.63,14,85.43,15,4.11,1.88,0
STU-01980,1,0.31,6.6,0,34.67,1,62.01,7.0,2
STU-01478,7,1.78,3.25,2,61.65,6,26.21,4.83,1
STU-02149,1,0.5,6.0,0,36.11,1,69.04,8.98,2
STU-00814,10,3.81,0.07,15,87.47,21,3.45,2.61,0
STU-00779,12,3.66,0.0,7,81.82,18,1.21,0.58,0
STU-01321,7,2.3,3.21,2,59.95,10,29.27,4.31,1
STU-01522,7,3.02,3.29,4,65.02,5,31.2,5.08,1
STU-01053,7,1.79,2.93,5,61.26,6,22.75,4.35,1
STU-01814,4,1.5,3.43,4,65.04,7,19.19,5.94,1
STU-01014,6,2.98,3.67,3,70.71,5,23.16,5.57,1
STU-01402,7,3.31,2.94,4,60.91,6,18.74,4.13,1
STU-01710,6,3.09,3.42,5,54.47,5,15.0,6.16,1
STU-02072,3,0.31,6.83,1,28.25,3,57.97,9.06,2
STU-01754,5,2.34,2.82,2,67.06,5,22.5,3.64,1
STU-00127,14,4.49,0.19,7,86.42,20,1.71,1.67,0
STU-00888,10,5.11,0.03,14,86.13,16,1.97,1.82,0
STU-02030,0,0.45,9.4,1,20.89,3,65.44,8.68,2
STU-01348,7,2.2,3.03,4,62.59,5,31.54,6.48,1
STU-01008,5,3.3,3.12,3,74.0,5,27.02,3.89,1
STU-00356,9,4.64,0.48,9,84.66,18,1.53,1.03,0
STU-01004,7,3.05,3.42,2,71.11,5,23.54,4.14,1
STU-00683,9,4.6,0.24,10,79.31,20,1.82,1.69,0
STU-00828,11,3.6,0.03,10,94.23,22,1.08,1.68,1
STU-01492,5,2.01,2.54,2,70.49,5,25.82,4.28,1
STU-00985,9,3.83,0.24,7,86.94,18,1.33,1.66,0
STU-01234,5,3.32,4.63,2,66.37,6,25.42,3.99,1
STU-02122,0,0.07,7.46,0,50.0,1,62.57,10.47,2
STU-00141,14,3.61,0.49,11,84.2,19,1.49,1.95,0
STU-00218,9,3.84,0.83,11,89.9,15,0.94,2.07,0
STU-02049,1,0.74,9.52,1,36.1,0,63.06,10.23,2
STU-01655,6,1.83,2.7,4,64.51,5,21.19,4.11,1
STU-02219,2,0.31,8.07,1,25.08,2,49.48,9.02,1
STU-01701,7,2.88,3.51,2,60.9,8,25.09,3.72,1
STU-01454,6,1.64,2.96,5,62.81,7,25.89,3.0,2
STU-00023,11,4.3,0.27,8,81.37,21,0.78,2.47,0
STU-00712,13,4.49,1.1,12,87.28,17,0.75,1.57,0
STU-01158,5,2.86,3.33,4,69.34,7,29.08,4.06,1
STU-01685,6,2.58,3.18,4,60.51,5,32.29,6.02,1
STU-00872,14,5.3,0.81,9,91.33,21,1.16,2.37,1
STU-01462,7,2.45,2.73,3,66.67,9,28.4,4.13,1
STU-00011,14,3.71,0.79,7,90.0,18,1.28,1.33,0
STU-01741,5,2.22,2.32,5,55.71,8,26.94,5.35,1
STU-02357,1,0.2,8.18,1,40.16,1,69.96,9.54,2
STU-02324,3,0.66,6.0,0,28.19,0,64.07,8.96,2
STU-01316,4,3.04,4.08,4,60.57,5,25.55,4.8,1
STU-00755,13,4.25,0.1,15,88.11,16,3.8,1.73,0
STU-00627,9,3.41,0.05,9,83.56,14,6.51,1.49,0
STU-01729,5,2.19,2.69,3,61.86,9,31.28,5.29,1
STU-01469,6,3.36,3.57,4,58.68,8,23.97,5.15,1
STU-00130,11,4.39,0.48,13,81.11,14,0.23,1.78,0
STU-00844,14,4.62,0.88,14,84.03,16,1.23,1.87,0
STU-00324,9,3.99,0.0,8,81.71,19,4.35,1.54,0
STU-02157,0,0.76,8.05,0,24.14,2,66.62,11.3,2
STU-01449,5,2.28,3.62,4,68.92,5,33.97,3.94,1
STU-01285,5,2.85,2.96,5,60.45,10,21.71,5.08,1
STU-02422,1,0.19,8.34,1,41.0,3,66.51,10.44,2
STU-00015,10,3.62,0.24,7,89.57,14,4.64,0.73,0
STU-02047,2,0.07,7.26,0,37.7,2,61.82,7.68,2
STU-00216,10,5.1,1.2,10,92.61,16,3.21,1.3,0
STU-01625,7,2.73,2.0,4,67.27,7,24.18,5.54,1
STU-01938,2,0.09,7.38,0,33.21,0,72.94,7.06,2
STU-01183,7,3.42,3.97,4,59.57,8,18.61,5.06,1
STU-01651,6,2.41,3.23,5,64.24,7,29.89,3.9,1
STU-01562,7,1.59,3.68,2,67.33,7,31.99,3.26,1
STU-00865,13,4.8,0.5,12,94.4,16,0.66,1.8,0
STU-00517,12,4.52,0.28,14,98.53,21,3.23,1.41,0
STU-00598,12,4.17,0.0,10,86.48,20,2.03,1.92,0
STU-00196,13,3.71,0.13,7,82.41,20,1.39,1.65,0
STU-01278,5,3.17,3.02,3,62.35,8,20.11,4.36,1
STU-00289,12,4.36,0.05,13,91.24,19,0.12,1.57,0
STU-00951,14,4.38,1.2,15,88.36,22,0.89,2.02,0
STU-02351,0,0.17,6.98,1,35.66,3,55.84,9.15,2
STU-01855,6,2.71,3.39,2,65.04,5,17.98,3.87,1
STU-02382,2,0.45,9.62,0,25.46,1,69.21,8.07,2
STU-01121,6,2.72,2.77,5,66.16,5,22.84,4.07,1
STU-01573,7,2.11,2.82,4,59.45,10,24.95,4.08,1
STU-00550,11,4.07,0.01,12,92.42,21,4.37,2.0,0
STU-00157,12,3.44,0.02,8,93.63,17,2.2,2.65,1
STU-00420,9,4.67,0.53,9,84.55,18,1.93,1.48,0
STU-00923,12,3.41,0.18,12,97.85,18,2.91,1.63,0
STU-01642,7,1.65,3.04,3,64.43,9,21.31,5.41,1
STU-00478,11,4.72,0.02,10,82.47,16,2.48,1.32,0
STU-01606,5,2.33,3.23,2,52.0,8,26.2,3.0,1
STU-02270,1,0.88,7.94,0,26.88,3,80.0,7.8,2
STU-01472,4,3.03,4.19,5,71.57,5,25.46,5.36,1
STU-00554,12,5.39,0.22,14,90.44,20,0.38,2.25,0
STU-01203,5,1.98,3.99,3,63.13,8,22.41,4.05,0
STU-00391,9,4.55,0.05,9,83.7,18,2.1,2.15,0
STU-00579,14,4.08,0.13,12,84.39,18,0.04,1.98,0
STU-02314,2,0.13,6.96,0,35.55,0,55.03,7.26,2
STU-02368,1,0.02,6.49,1,46.06,3,54.02,9.05,2
STU-02267,3,1.04,8.05,1,33.19,3,65.53,7.99,2
STU-00821,13,4.39,0.71,7,82.42,18,1.48,1.57,0
STU-02486,2,1.25,8.44,1,18.0,3,68.19,9.04,2
STU-01007,7,1.82,3.36,5,55.29,8,15.0,4.36,2
STU-01249,4,2.23,3.36,3,64.12,6,34.2,5.71,1
STU-02059,2,0.18,10.0,1,35.45,2,59.47,10.86,2
STU-00665,13,3.85,0.87,9,98.49,21,1.87,2.41,0
STU-02463,3,0.38,6.0,0,39.8,3,66.1,10.77,2
STU-00143,10,4.89,0.17,7,86.93,17,2.59,2.95,0
STU-02175,3,1.14,6.04,1,40.07,2,55.89,8.08,2
STU-01826,7,3.13,4.0,3,55.56,5,18.41,4.25,1
STU-00422,12,5.2,0.35,13,91.43,14,4.65,2.28,0
STU-00800,13,5.17,0.44,9,83.14,20,0.61,1.86,0
STU-00616,14,4.33,0.42,8,95.2,18,1.89,1.78,0
STU-01319,7,2.66,3.58,4,66.68,10,28.66,5.67,1
STU-00296,11,5.54,1.11,7,81.12,14,1.01,1.8,1
STU-00402,12,4.32,0.3,14,87.68,21,1.45,1.92,0
STU-00089,11,3.38,0.54,11,88.15,17,3.25,1.24,0
STU-02036,0,1.23,8.95,0,38.26,0,46.14,8.58,2
STU-02460,1,0.17,8.67,0,36.25,1,70.52,8.63,2
STU-00132,14,4.55,0.44,14,88.13,19,1.65,1.3,0
STU-01574,4,2.55,3.67,3,67.51,6,18.64,5.44,1
STU-01563,7,3.15,3.91,3,52.52,5,18.6,4.92,1
STU-01829,7,2.3,2.56,4,58.45,9,25.1,3.22,1
STU-01403,5,2.87,2.93,2,56.66,8,26.05,4.56,1
STU-02053,3,0.1,6.0,1,29.28,2,53.84,8.5,2
STU-02168,3,0.99,6.0,1,33.98,3,58.79,7.88,2
STU-02002,1,0.17,7.44,1,36.63,2,62.89,7.68,2
STU-00725,10,3.97,0.34,8,88.01,14,0.15,1.69,0
STU-01315,4,3.14,3.19,2,60.94,10,21.03,5.37,1
STU-01768,5,2.05,3.97,5,69.71,8,27.5,3.9,1
STU-00270,12,4.27,0.28,9,95.18,15,4.05,2.64,0
STU-01781,5,2.27,4.01,5,65.27,7,27.95,5.22,1
STU-02068,0,0.09,8.3,1,26.72,2,45.8,10.31,2
STU-01373,5,3.05,4.02,4,58.76,5,22.49,4.56,1
STU-00918,10,4.51,0.63,13,85.62,17,1.55,1.13,0
STU-01611,7,2.29,2.99,4,71.55,8,15.0,4.86,1
STU-01320,5,2.4,2.98,2,59.75,9,18.42,5.42,2
STU-02139,0,1.5,8.17,1,33.47,0,66.19,8.76,2
STU-02022,3,0.42,8.51,0,43.07,2,61.77,9.0,2
STU-01594,4,1.56,3.32,2,56.52,5,23.33,4.25,1
STU-02491,3,1.5,8.99,0,32.16,2,64.39,9.61,2
STU-00376,11,4.79,0.13,13,91.92,16,2.16,0.85,1
STU-00334,14,4.91,0.15,12,91.88,21,0.16,1.99,0
STU-01792,6,3.32,2.08,5,58.63,6,24.95,5.03,1
STU-02349,0,0.57,7.51,1,35.89,3,70.9,9.33,2
STU-01119,5,2.79,3.47,3,62.18,6,29.01,3.9,1
STU-01443,4,2.95,3.31,2,65.36,9,18.08,3.55,1
STU-00911,11,4.9,0.28,8,84.3,20,6.85,1.63,0
STU-00777,12,4.89,0.15,8,91.03,18,0.85,0.86,0
STU-01744,4,2.24,2.98,5,62.06,9,19.05,4.45,1
STU-00329,12,4.83,0.16,8,90.06,21,2.59,1.49,0
STU-01343,7,2.61,3.03,3,60.02,8,19.5,5.05,1
STU-00321,14,4.79,0.02,9,92.44,21,4.02,1.57,0
STU-02011,0,1.5,8.46,1,36.04,2,48.6,10.33,2
STU-00013,9,4.18,0.41,13,88.11,15,1.25,2.48,0
STU-00898,13,4.13,0.15,9,78.07,18,1.44,1.34,0
STU-00172,10,6.25,1.2,12,84.2,17,2.02,1.9,0
STU-00261,14,4.85,1.2,15,88.18,18,2.07,1.36,0
STU-02403,2,0.1,9.19,0,43.49,0,55.22,8.84,2
STU-00690,14,3.56,0.11,8,93.27,15,1.1,0.5,0
STU-00902,11,4.65,0.12,8,94.79,15,0.42,1.55,0
STU-00259,12,4.25,0.38,15,92.98,20,0.22,1.72,0
STU-00845,10,3.99,0.39,15,95.8,14,3.46,1.33,0
STU-02303,1,0.61,8.23,1,29.51,2,61.6,10.97,1
STU-00139,14,4.53,0.21,12,78.0,17,5.46,2.42,0
STU-00320,12,4.58,0.53,10,87.64,20,4.56,1.9,0
STU-00654,13,4.05,0.22,14,83.84,18,1.85,2.51,0
STU-02203,3,0.71,7.3,1,42.37,1,59.39,7.74,1
STU-01815,7,3.5,2.48,3,70.75,10,26.04,3.99,1
STU-00559,14,4.01,1.11,15,93.96,14,5.03,2.16,1
STU-00140,13,3.0,0.2,8,92.02,15,0.72,1.7,0
STU-00113,9,4.38,0.27,13,100.0,19,3.69,2.02,0
STU-00532,14,5.32,0.04,14,82.75,16,1.43,2.35,0
STU-00225,12,5.14,0.04,10,99.69,14,2.29,2.22,0
STU-00724,9,4.33,0.73,7,88.73,15,1.57,1.19,0
STU-02320,3,0.31,7.83,0,39.01,2,44.0,8.91,2
STU-02137,2,1.5,6.0,1,22.75,0,54.63,11.45,2
STU-01434,4,2.14,2.0,3,72.24,6,21.72,5.13,1
STU-00326,9,5.6,0.15,9,84.72,22,0.45,1.76,0
STU-01324,5,2.78,2.91,5,62.98,5,20.43,4.85,1
STU-01940,2,0.97,7.77,0,24.95,1,52.75,7.38,2
STU-01459,5,2.12,3.31,3,64.13,6,20.64,3.85,1
STU-01928,3,0.1,6.53,1,44.28,2,79.62,9.92,2
STU-02249,3,1.5,7.68,0,38.94,0,75.64,10.57,2
STU-00715,14,4.44,0.95,13,95.78,17,1.04,1.25,0
STU-00847,9,3.52,0.19,9,81.08,22,4.26,0.77,0
STU-00194,14,4.89,0.67,9,92.3,16,1.31,2.01,0
STU-01926,1,1.05,6.82,1,25.25,1,59.78,11.12,2
STU-00574,10,4.79,0.23,10,91.64,21,1.91,1.78,0
STU-00947,11,4.62,0.27,13,85.01,22,1.78,2.44,0
STU-00504,10,4.46,0.84,13,94.14,21,0.68,1.14,0
STU-01808,7,1.87,3.58,5,62.9,6,23.77,3.24,1
STU-02408,2,0.44,7.14,0,35.09,0,74.49,10.57,2
STU-00646,9,4.33,0.21,12,90.46,15,3.84,2.25,0
STU-00004,14,4.76,0.14,10,85.44,22,0.52,1.38,0
STU-01778,5,3.0,3.52,4,63.09,5,22.79,4.45,2
STU-00468,9,4.48,1.05,11,82.61,16,1.54,1.42,0
STU-01346,7,3.46,2.0,5,56.94,8,22.97,3.99,1
STU-00006,13,4.91,0.01,14,91.16,21,0.34,1.66,0
STU-02032,1,1.46,6.06,1,36.92,0,62.72,9.28,2
STU-00920,11,5.87,0.19,7,92.78,15,3.2,1.21,0
STU-00548,11,4.54,0.43,10,86.9,14,2.58,0.97,0
STU-00229,14,3.47,0.24,8,84.92,16,0.78,1.83,0
STU-01064,5,2.23,2.27,3,68.38,8,26.81,4.42,1
STU-00543,12,3.72,0.35,14,87.58,22,4.74,2.05,0
STU-00243,11,4.72,0.2,11,97.68,14,3.06,2.48,0
STU-00899,9,4.24,0.09,8,86.38,19,5.36,2.17,0
STU-01755,5,2.7,3.91,3,66.8,10,30.57,3.92,1
STU-01161,4,2.84,2.82,3,55.79,9,20.0,5.4,1
STU-01833,6,2.52,3.16,5,60.21,6,29.14,5.93,1
STU-01689,6,1.91,3.55,5,66.81,10,28.33,4.4,1
STU-01810,7,1.63,4.14,5,57.5,8,15.0,5.32,1
STU-00843,10,5.72,0.03,13,90.13,21,2.23,1.57,1
STU-01374,7,3.05,2.64,4,63.51,10,36.63,4.76,1
STU-02108,1,1.5,7.78,1,46.1,1,64.26,10.27,2
STU-02113,0,1.5,7.78,0,38.98,0,80.0,10.91,2
STU-01527,6,2.73,2.6,5,59.82,5,32.08,6.03,1
STU-00277,12,4.63,0.13,14,87.22,21,4.09,1.31,0
STU-00662,9,4.43,0.97,14,96.23,16,2.73,2.11,0
STU-01827,4,2.14,2.78,2,59.92,8,24.94,3.48,1
STU-02117,2,0.06,7.77,0,38.63,2,65.5,10.93,2
STU-02358,0,1.5,6.77,0,25.36,0,64.78,7.4,2
STU-01859,7,1.52,2.65,5,53.02,6,30.99,3.55,1
STU-00315,12,5.33,0.28,9,96.14,15,6.75,2.97,0
STU-01467,4,2.32,2.04,4,62.88,10,25.29,5.37,1
STU-01344,5,2.76,2.09,4,59.69,6,27.82,4.21,1
STU-01846,6,1.89,2.55,3,60.23,8,22.01,5.05,1
STU-00692,11,4.4,0.96,7,90.31,19,0.9,1.29,0
STU-01542,7,2.6,2.96,3,62.08,6,25.29,3.39,1
STU-00613,14,5.03,0.04,10,85.93,18,1.16,1.14,0
STU-00425,13,4.08,0.16,12,88.46,17,2.1,1.72,0
STU-01578,6,2.93,3.34,2,68.21,8,30.31,4.17,1
STU-00595,13,4.25,0.23,13,91.46,17,5.03,1.0,0
STU-02476,3,1.5,6.24,0,28.5,2,80.0,10.49,2
STU-01951,2,0.38,7.74,1,35.6,2,68.46,10.05,2
STU-00623,12,4.36,0.37,7,83.67,15,3.68,1.72,0
STU-01806,7,2.4,4.02,3,56.89,10,23.96,5.17,1
STU-01494,5,2.1,5.02,5,65.32,5,22.69,4.04,1
STU-02239,1,0.57,7.32,1,37.5,0,60.97,11.9,2
STU-00228,12,4.01,0.05,11,85.39,17,2.09,2.42,0
STU-02323,2,1.4,9.11,0,32.58,2,57.3,10.76,2
STU-01170,5,3.27,4.12,2,58.79,9,19.9,4.24,1
STU-02038,1,0.67,6.93,1,38.12,0,72.96,7.82,2
STU-01703,4,2.68,3.54,5,64.51,10,29.98,3.96,1
STU-00067,13,4.77,1.14,13,81.59,17,1.33,1.82,0
STU-01418,4,2.8,3.0,4,66.08,8,26.5,3.68,1
STU-02255,2,0.33,7.31,1,40.34,1,65.78,10.22,2
STU-00025,9,3.99,1.04,12,80.68,19,2.54,0.73,0
STU-01236,6,2.66,3.49,2,58.71,10,22.11,5.74,1
